iter	Passed	Remaining
2653	9835986	1282310
2654	9839536	1278583
2655	9843143	1274864
2656	9846673	1271136
2657	9850151	1267401
2658	9853782	1263685
2659	9857352	1259962
2660	9860901	1256236
2661	9864461	1252512
2662	9867975	1248782
2663	9871589	1245065
2664	9875235	1241352
2665	9878797	1237628
2666	9882262	1233893
2667	9885824	1230170
2668	9889369	1226444
2669	9892975	1222727
2670	9896435	1218991
2671	9900079	1215279
2672	9903683	1211561
2673	9907114	1207823
2674	9910699	1204103
2675	9914183	1200372
2676	9917626	1196635
2677	9921225	1192918
2678	9924740	1189190
2679	9928307	1185469
2680	9931835	1181744
2681	9935346	1178016
2682	9938886	1174292
2683	9942331	1170557
2684	9945858	1166832
2685	9949390	1163108
2686	9953067	1159400
2687	9956602	1155677
2688	9960175	1151957
2689	9963773	1148241
2690	9967512	1144541
2691	9970963	1140808
2692	9974572	1137093
2693	9978108	1133370
2694	9981641	1129647
2695	9985200	1125927
2696	9988778	1122209
2697	9992314	1118487
2698	9995896	1114770
2699	9999364	1111040
2700	10003007	1107330
2701	10006471	1103600
2702	10010094	1099888
2703	10013580	1096161
2704	10017168	1092445
2705	10020754	1088729
2706	10024337	1085013
2707	10027834	1081287
2708	10031439	1077574
2709	10035087	1073865
2710	10038639	1070146
2711	10042336	1066442
2712	10045880	1062723
2713	10049432	1059004
2714	10053072	1055294
2715	10056654	1051579
2716	10060240	1047864
2717	10063838	1044150
2718	10067316	1040425
2719	10070982	1036718
2720	10074565	1033003
2721	10078130	1029287
2722	10081641	1025565
2723	10085324	1021861
2724	10088881	1018144
2725	10092510	1014434
2726	10096125	1010723
2727	10099672	1007005
2728	10103226	1003288
2729	10106837	999577
2730	10110322	995853
2731	10113840	992133
2732	10117388	988416
2733	10120944	984700
2734	10124514	980985
2735	10128044	977267
2736	10131563	973548
2737	10135111	969831
2738	10138615	966111
2739	10142188	962397
2740	10145720	958679
2741	10149269	954964
2742	10152892	951255
2743	10156462	947541
2744	10159959	943821
2745	10163597	940114
2746	10167067	936391
2747	10170737	932687
2748	10174232	928967
2749	10177888	925262
2750	10181462	921550
2751	10185007	917834
2752	10188493	914114
2753	10192038	910399
2754	10195627	906689
2755	10199065	902965
2756	10202733	899261
2757	10206240	895543
2758	10209792	891830
2759	10213403	888122
2760	10216933	884406
2761	10220580	880701
2762	10224152	876990
2763	10227700	873276
2764	10231282	869566
2765	10234798	865850
2766	10238375	862140
2767	10241994	858433
2768	10245494	854716
2769	10249185	851015
2770	10252673	847297
2771	10256124	843577
2772	10259635	839861
2773	10263212	836152
2774	10266928	832453
2775	10270473	828741
2776	10273998	825027
2777	10277562	821317
2778	10281169	817610
2779	10284665	813894
2780	10288263	810186
2781	10291765	806471
2782	10295303	802759
2783	10298853	799049
2784	10302376	795336
2785	10305947	791627
2786	10309462	787913
2787	10312984	784201
2788	10316539	780491
2789	10320057	776778
2790	10323597	773067
2791	10327137	769356
2792	10330683	765646
2793	10334359	761946
2794	10337934	758238
2795	10341452	754526
2796	10344953	750813
2797	10348540	747106
2798	10352057	743395
2799	10355591	739685
2800	10359234	735982
2801	10362677	732266
2802	10366308	728563
2803	10369826	724852
2804	10373391	721144
2805	10376983	717439
2806	10380611	713736
2807	10384102	710024
2808	10387649	706315
2809	10391242	702610
2810	10394843	698906
2811	10398416	695199
2812	10402046	691497
2813	10405506	687783
2814	10409122	684080
2815	10412806	680382
2816	10416311	676671
2817	10419802	672960
2818	10423318	669251
2819	10426890	665546
2820	10430428	661838
2821	10433923	658128
2822	10437542	654426
2823	10441170	650724
2824	10444715	647017
2825	10448315	643314
2826	10451643	639594
2827	10455264	635893
2828	10458778	632184
2829	10462298	628477
2830	10465801	624768
2831	10469372	621064
2832	10472870	617355
2833	10476493	613654
2834	10480006	609947
2835	10483520	606240
2836	10487097	602536
2837	10490655	598832
2838	10494124	595122
2839	10497538	591410
2840	10501230	587714
2841	10504762	584008
2842	10508319	580304
2843	10511799	576596
2844	10515384	572894
2845	10518853	569186
2846	10522424	565483
2847	10525968	561779
2848	10529467	558072
2849	10533005	554368
2850	10536545	550664
2851	10540216	546967
2852	10543699	543261
2853	10547238	539557
2854	10550657	535847
2855	10554361	532152
2856	10557961	528452
2857	10561447	524746
2858	10564941	521041
2859	10568627	517345
2860	10572164	513642
2861	10575666	509937
2862	10579314	506240
2863	10582777	502534
2864	10586337	498832
2865	10589924	495132
2866	10593537	491433
2867	10596998	487727
2868	10600685	484032
2869	10604200	480329
2870	10607832	476631
2871	10611378	472930
2872	10615069	469235
2873	10618523	465530
2874	10622096	461830
2875	10625637	458129
2876	10629205	454429
2877	10632716	450726
2878	10636326	447028
2879	10639902	443329
2880	10643331	439623
2881	10646952	435926
2882	10650460	432224
2883	10654145	428530
2884	10657777	424833
2885	10661221	421129
2886	10664892	417434
2887	10668498	413736
2888	10671960	410033
2889	10675499	406333
2890	10679066	402635
2891	10682728	398940
2892	10686238	395239
2893	10689907	391544
2894	10693403	387843
2895	10696941	384144
2896	10700393	380442
2897	10704038	376746
2898	10707537	373046
2899	10711029	369345
2900	10714549	365646
2901	10718117	361948
2902	10721564	358247
2903	10725154	354550
2904	10728751	350854
2905	10732280	347155
2906	10735856	343458
2907	10739397	339760
2908	10742981	336064
2909	10746513	332366
2910	10749959	328665
2911	10753549	324969
2912	10756981	321269
2913	10760636	317575
2914	10764120	313876
2915	10767638	310178
2916	10771115	306480
2917	10774700	302784
2918	10778224	299087
2919	10781789	295391
2920	10785315	291694
2921	10788993	288001
2922	10792404	284302
2923	10796033	280608
2924	10799558	276911
2925	10803109	273216
2926	10806488	269516
2927	10810136	265823
2928	10813627	262126
2929	10817289	258433
2930	10820770	254736
2931	10824284	251040
2932	10827923	247347
2933	10831425	243651
2934	10835020	239957
2935	10838614	236264
2936	10842054	232567
2937	10845622	228872
2938	10849103	225177
2939	10852735	221484
2940	10856154	217787
2941	10859784	214094
2942	10863368	210401
2943	10866898	206707
2944	10870470	203013
2945	10874085	199321
2946	10877652	195627
2947	10881118	191932
2948	10884582	188237
2949	10888225	184546
2950	10891817	180853
2951	10895278	177158
2952	10898903	173467
2953	10902329	169772
2954	10905941	166080
2955	10909510	162387
2956	10913038	158694
2957	10916503	155001
2958	10920138	151309
2959	10923630	147616
2960	10927193	143924
2961	10930727	140232
2962	10934328	136540
2963	10937854	132848
2964	10941378	129156
2965	10944863	125463
2966	10948382	121771
2967	10951992	118080
2968	10955534	114389
2969	10959014	110697
2970	10962628	107006
2971	10966156	103315
2972	10969681	99623
2973	10973173	95932
2974	10976738	92241
2975	10980215	88550
2976	10983790	84859
2977	10987376	81169
2978	10991010	77479
2979	10994425	73788
2980	10998054	70098
2981	11001550	66407
2982	11005285	62718
2983	11008837	59028
2984	11012384	55338
2985	11015849	51648
2986	11019389	47958
2987	11022970	44268
2988	11026482	40579
2989	11030063	36889
2990	11033706	33200
2991	11037302	29511
2992	11040825	25822
2993	11044353	22132
2994	11047986	18444
2995	11051573	14755
2996	11055185	11066
2997	11058797	7377
2998	11062365	3688
2999	11065856	0
